,Name,Wage,Value,Difference
15665,A. Abdellaoui,4000.0,170000.0,166000.0
15666,D. Bajselmani,1000.0,220000.0,219000.0
15667,E. Ferigra,2000.0,260000.0,258000.0
15668,J. Turley,3000.0,130000.0,127000.0
15669,A. Barreal,1000.0,300000.0,299000.0
15670,F. Pasqualoni,1000.0,210000.0,209000.0
15671,L. Tempelmann,2000.0,325000.0,323000.0
15672,Ahn Seong Nam,1000.0,50000.0,49000.0
15673,Kang Bong Gyun,1000.0,150000.0,149000.0
15674,D. García,2000.0,240000.0,238000.0
15675,T. Rotter,1000.0,160000.0,159000.0
15676,M. Kadlec,1000.0,325000.0,324000.0
15677,S. Serderov,1000.0,210000.0,209000.0
15678,A. Jędrych,1000.0,170000.0,169000.0
15679,J. Muscatt,1000.0,220000.0,219000.0
15680,M. Daly,3000.0,325000.0,322000.0
15681,T. De Bie,1000.0,170000.0,169000.0
15682,E. Elizalde,1000.0,290000.0,289000.0
15683,G. León,2000.0,325000.0,323000.0
15684,S. Çetin,2000.0,300000.0,298000.0
15685,A. Urzi,1000.0,325000.0,324000.0
15686,J. Dunleavy,1000.0,130000.0,129000.0
15687,A. Al Saluli,2000.0,300000.0,298000.0
15688,K. Chvedukas,1000.0,150000.0,149000.0
15689,A. Al Dawsari,3000.0,220000.0,217000.0
15690,E. Korkmaz,1000.0,210000.0,209000.0
15691,J. Galetto,2000.0,210000.0,208000.0
15692,S. Russell,1000.0,40000.0,39000.0
15693,O. Sail,1000.0,170000.0,169000.0
15694,M. Hudson,1000.0,150000.0,149000.0
15695,N. Bizet,1000.0,260000.0,259000.0
15696,Madger Gomes,1000.0,270000.0,269000.0
15697,Iker Goujón,1000.0,325000.0,324000.0
15698,F. Bin Jamayah,5000.0,240000.0,235000.0
15699,N. Anderton,1000.0,220000.0,219000.0
15700,C. Storm,1000.0,180000.0,179000.0
15701,J. Bruhns,1000.0,210000.0,209000.0
15702,E. Ybáñez,1000.0,220000.0,219000.0
15703,E. Karic,1000.0,190000.0,189000.0
15704,L. Ridehalgh,2000.0,140000.0,138000.0
15705,J. Bolado,1000.0,190000.0,189000.0
15706,A. Riemann,1000.0,170000.0,169000.0
15707,A. Gogić,1000.0,190000.0,189000.0
15708,L. Béland-Goyette,1000.0,200000.0,199000.0
15709,E. Pálsson,1000.0,170000.0,169000.0
15710,Lee Tae Hee,1000.0,130000.0,129000.0
15711,K. Yajima,2000.0,230000.0,228000.0
15712,M. Hoxha,1000.0,280000.0,279000.0
15713,K. McFarlane,3000.0,240000.0,237000.0
15714,F. Rieder,2000.0,220000.0,218000.0
15715,C. Kpekawa,1000.0,220000.0,219000.0
15716,C. Tiéhi,1000.0,300000.0,299000.0
15717,J. Flatt,1000.0,160000.0,159000.0
15718,T. Matthews,3000.0,300000.0,297000.0
15719,J. Hodgkiss,2000.0,100000.0,98000.0
15720,C. Arroyave,1000.0,170000.0,169000.0
15721,J. Heil,1000.0,220000.0,219000.0
15722,A. Jakubiak,1000.0,260000.0,259000.0
15723,K. Reaves,1000.0,210000.0,209000.0
15724,V. Baume,1000.0,180000.0,179000.0
15725,R. Morishita,1000.0,200000.0,199000.0
15726,A. Awad,1000.0,200000.0,199000.0
15727,A. Al Shamrani,3000.0,170000.0,167000.0
15728,G. Azzinnari,1000.0,350000.0,349000.0
15729,O. Drost,2000.0,220000.0,218000.0
15730,J. Caprice,2000.0,160000.0,158000.0
15731,Zhang Lu,2000.0,150000.0,148000.0
15732,A. Mendy,1000.0,180000.0,179000.0
15733,G. Blackwood,1000.0,220000.0,219000.0
15734,M. Johansson,1000.0,230000.0,229000.0
15735,J. Hanato,1000.0,160000.0,159000.0
15736,M. Clark,1000.0,210000.0,209000.0
15737,B. Mines,1000.0,325000.0,324000.0
15738,Kwon Tae Ahn,1000.0,140000.0,139000.0
15739,C. Baker-Richardson,4000.0,230000.0,226000.0
15740,B. Varga,3000.0,210000.0,207000.0
15741,S. Akgün,1000.0,325000.0,324000.0
15742,S. Long,2000.0,180000.0,178000.0
15743,M. Folivi,6000.0,350000.0,344000.0
15744,M. Rayman,3000.0,220000.0,217000.0
15745,B. Thomas-Asante,1000.0,325000.0,324000.0
15746,Y. Begraoui,1000.0,350000.0,349000.0
15747,A. Fleming,2000.0,140000.0,138000.0
15748,Guille Lara,1000.0,220000.0,219000.0
15749,W. Wood,1000.0,220000.0,219000.0
15750,F. Ghazi,4000.0,180000.0,176000.0
15751,N. Córdova,1000.0,300000.0,299000.0
15752,Jin Pengxiang,3000.0,120000.0,117000.0
15753,Kim Bo Seop,1000.0,280000.0,279000.0
15754,S. Acka,2000.0,150000.0,148000.0
15755,E. Celebi,1000.0,290000.0,289000.0
15756,E. Dabo,1000.0,190000.0,189000.0
15757,Mello,1000.0,200000.0,199000.0
15758,Yang Boyu,3000.0,120000.0,117000.0
15759,A. Collins,2000.0,230000.0,228000.0
15760,P. Kasim,1000.0,270000.0,269000.0
15761,T. Abdullah,4000.0,200000.0,196000.0
15762,M. Crocombe,0.0,0.0,0.0
15763,E. Næsbak Brenden,1000.0,200000.0,199000.0
15764,J. O'Doherty,1000.0,220000.0,219000.0
15765,Fernando Costanza,2000.0,300000.0,298000.0
15766,M. Acton,1000.0,140000.0,139000.0
15767,F. Lobos,1000.0,325000.0,324000.0
15768,K. Tokushige,1000.0,60000.0,59000.0
15769,J. Serafin,1000.0,220000.0,219000.0
15770,N. Sutter,2000.0,200000.0,198000.0
15771,C. O'Hare,2000.0,350000.0,348000.0
15772,M. Carreazo,1000.0,250000.0,249000.0
15773,R. Aoki,1000.0,270000.0,269000.0
15774,F. Camara,1000.0,210000.0,209000.0
15775,N. Trott,2000.0,280000.0,278000.0
15776,I. Boye,1000.0,230000.0,229000.0
15777,Y. Goke,1000.0,290000.0,289000.0
15778,Wang Qiuming,2000.0,190000.0,188000.0
15779,H. Sandvik,1000.0,130000.0,129000.0
15780,Park Jung Soo,1000.0,130000.0,129000.0
15781,M. Vano,1000.0,190000.0,189000.0
15782,M. Rieder,1000.0,325000.0,324000.0
15783,J. Hooper,2000.0,210000.0,208000.0
15784,Sun Bo,2000.0,160000.0,158000.0
15785,L. Hupfauf,1000.0,190000.0,189000.0
15786,Mollejo,4000.0,300000.0,296000.0
15787,V. Oliver,2000.0,190000.0,188000.0
15788,M. Kuchta,1000.0,180000.0,179000.0
15789,Cao Haiqing,2000.0,160000.0,158000.0
15790,A. Banasiak,1000.0,130000.0,129000.0
15791,Pedro Goulart,1000.0,270000.0,269000.0
15792,Song Long,3000.0,120000.0,117000.0
15793,J. Lahne,1000.0,300000.0,299000.0
15794,M. García,2000.0,220000.0,218000.0
15795,R. McKenzie,2000.0,300000.0,298000.0
15796,D. Franke,2000.0,300000.0,298000.0
15797,M. Cavalleri,1000.0,260000.0,259000.0
15798,A. Beyazıt,1000.0,240000.0,239000.0
15799,A. Grijalva,2000.0,280000.0,278000.0
15800,D. Klomp,1000.0,210000.0,209000.0
15801,J. Keatings,1000.0,200000.0,199000.0
15802,P. Di Nardo,1000.0,140000.0,139000.0
15803,A. Baroan,1000.0,325000.0,324000.0
15804,C. Lattanzio,2000.0,270000.0,268000.0
15805,M. Candlin,1000.0,325000.0,324000.0
15806,R. Menayese,1000.0,180000.0,179000.0
15807,J. Thompson,1000.0,350000.0,349000.0
15808,H. Smith,2000.0,220000.0,218000.0
15809,Liu Ruofan,1000.0,325000.0,324000.0
15810,D. Jajic,1000.0,240000.0,239000.0
15811,L. Fesser,2000.0,180000.0,178000.0
15812,J. Brown,2000.0,220000.0,218000.0
15813,M. Nilor,4000.0,280000.0,276000.0
15814,I. Mensah,1000.0,230000.0,229000.0
15815,V. Fernández,1000.0,300000.0,299000.0
15816,D. Richards,2000.0,160000.0,158000.0
15817,H. Castegren,1000.0,220000.0,219000.0
15818,I. Oda,1000.0,300000.0,299000.0
15819,L. Cacace,1000.0,270000.0,269000.0
15820,E. Veiga,1000.0,220000.0,219000.0
15821,R. Cornwall,1000.0,180000.0,179000.0
15822,J. Mbom,2000.0,325000.0,323000.0
15823,S. van Dijck,1000.0,230000.0,229000.0
15824,D. Gremsl,1000.0,200000.0,199000.0
15825,M. Bevan,0.0,0.0,0.0
15826,S. Friede,3000.0,350000.0,347000.0
15827,A. Guiffrey,2000.0,270000.0,268000.0
15828,M. Sætra,1000.0,130000.0,129000.0
15829,H. Magnetti,1000.0,200000.0,199000.0
15830,S. Abraham,1000.0,150000.0,149000.0
15831,G. Buon,1000.0,180000.0,179000.0
15832,D. Morrissey,1000.0,170000.0,169000.0
15833,G. Akkan,1000.0,250000.0,249000.0
15834,L. Espinoza,1000.0,160000.0,159000.0
15835,J. Requena,1000.0,220000.0,219000.0
15836,C. Mbulu,1000.0,190000.0,189000.0
15837,G. Cuomo,1000.0,250000.0,249000.0
15838,A. Gürleyen,1000.0,250000.0,249000.0
15839,L. Jones,1000.0,150000.0,149000.0
15840,R. Gondoh,2000.0,180000.0,178000.0
15841,N. Hunziker,2000.0,220000.0,218000.0
15842,T. Reithmeir,1000.0,240000.0,239000.0
15843,L. Barreiro Martins,2000.0,260000.0,258000.0
15844,J. Clarke,2000.0,100000.0,98000.0
15845,Zheng Tao,1000.0,70000.0,69000.0
15846,M. Guehi,4000.0,230000.0,226000.0
15847,R. Prieto,1000.0,210000.0,209000.0
15848,I. Meite,5000.0,210000.0,205000.0
15849,A. Amade,2000.0,230000.0,228000.0
15850,L. Krüger,3000.0,260000.0,257000.0
15851,K. Balogiannis,1000.0,250000.0,249000.0
15852,F. Due,1000.0,110000.0,109000.0
15853,L. Saxton,1000.0,100000.0,99000.0
15854,C. James,2000.0,250000.0,248000.0
15855,M. Rafique,0.0,0.0,0.0
15856,P. Cherrie,1000.0,50000.0,49000.0
15857,E. Stokes,1000.0,220000.0,219000.0
15858,S. Al Hamdan,2000.0,120000.0,118000.0
15859,C. Moya,1000.0,250000.0,249000.0
15860,A. Xhemajli,1000.0,250000.0,249000.0
15861,A. Buxton,2000.0,130000.0,128000.0
15862,M. Gillesphey,2000.0,150000.0,148000.0
15863,G. Banaziak,1000.0,180000.0,179000.0
15864,A. Singh,0.0,0.0,0.0
15865,D. Sváček,1000.0,130000.0,129000.0
15866,D. Sauerland,1000.0,170000.0,169000.0
15867,G. Kelly,1000.0,200000.0,199000.0
15868,Y. Fujita,1000.0,30000.0,29000.0
15869,S. Duke-McKenna,1000.0,250000.0,249000.0
15870,D. Mosquera,1000.0,180000.0,179000.0
15871,K. Majić,3000.0,280000.0,277000.0
15872,A. Al Ghamdi,2000.0,130000.0,128000.0
15873,M. Real,1000.0,230000.0,229000.0
15874,F. Schwarzholz,1000.0,240000.0,239000.0
15875,A. Majrashi,3000.0,170000.0,167000.0
15876,E. Maceira,3000.0,190000.0,187000.0
15877,Pei Shuai,3000.0,160000.0,157000.0
15878,D. Nizic,1000.0,130000.0,129000.0
15879,F. Al Habib,2000.0,230000.0,228000.0
15880,J. Archer,2000.0,160000.0,158000.0
15881,Li Guang,2000.0,120000.0,118000.0
15882,E. Osadebe,2000.0,170000.0,168000.0
15883,Du Wenyang,2000.0,100000.0,98000.0
15884,B. Singh,0.0,0.0,0.0
15885,E. Granat,1000.0,180000.0,179000.0
15886,V. Cordoba,1000.0,90000.0,89000.0
15887,L. Schelenz,1000.0,200000.0,199000.0
15888,A. Morley,1000.0,260000.0,259000.0
15889,M. Nikolić,1000.0,180000.0,179000.0
15890,J. Pestaña,1000.0,250000.0,249000.0
15891,E. Dick,1000.0,130000.0,129000.0
15892,B. Williams,1000.0,30000.0,29000.0
15893,J. Tilley,4000.0,280000.0,276000.0
15894,Liu Yingchen,2000.0,150000.0,148000.0
15895,C. Antwi,1000.0,200000.0,199000.0
15896,J. Albrecht,1000.0,130000.0,129000.0
15897,J. Sands,1000.0,230000.0,229000.0
15898,J. Muñoz,1000.0,170000.0,169000.0
15899,J. Hoekstra,1000.0,170000.0,169000.0
15900,K. Niemczycki,1000.0,210000.0,209000.0
15901,M. Al Subaie,3000.0,190000.0,187000.0
15902,Park Ji Min,1000.0,210000.0,209000.0
15903,H. Al Ghamdi,2000.0,270000.0,268000.0
15904,S. Ucar,1000.0,250000.0,249000.0
15905,N. Quindt,1000.0,140000.0,139000.0
15906,M. Kahrıman,2000.0,260000.0,258000.0
15907,S. Gubari,2000.0,230000.0,228000.0
15908,L. Mulaj,1000.0,240000.0,239000.0
15909,Z. Herivaux,1000.0,210000.0,209000.0
15910,G. McGregor,3000.0,270000.0,267000.0
15911,T. Campbell,2000.0,180000.0,178000.0
15912,K. Kesgin,2000.0,250000.0,248000.0
15913,M. Staniszewski,1000.0,120000.0,119000.0
15914,Y. Fortune,2000.0,200000.0,198000.0
15915,T. Cuello,1000.0,290000.0,289000.0
15916,Pedro Gonçalves,6000.0,280000.0,274000.0
15917,K. Ayong,1000.0,200000.0,199000.0
15918,L. Italiano,1000.0,100000.0,99000.0
15919,J. Powell,4000.0,270000.0,266000.0
15920,M. Urynowicz,1000.0,180000.0,179000.0
15921,E. Navarrete,1000.0,170000.0,169000.0
15922,T. Vassell,2000.0,150000.0,148000.0
15923,T. Cordner,3000.0,170000.0,167000.0
15924,G. Tryggvason,1000.0,190000.0,189000.0
15925,C. Higuera,1000.0,200000.0,199000.0
15926,M. Onuoha,1000.0,170000.0,169000.0
15927,A. Bacci,1000.0,140000.0,139000.0
15928,J. Hodek,1000.0,180000.0,179000.0
15929,Y. Letard,1000.0,210000.0,209000.0
15930,Han Xuan,2000.0,120000.0,118000.0
15931,R. Isomura,1000.0,120000.0,119000.0
15932,I. Lara,1000.0,170000.0,169000.0
15933,J. Jaime,1000.0,150000.0,149000.0
15934,F. Al Sagour,3000.0,170000.0,167000.0
15935,L. Hernández,1000.0,200000.0,199000.0
15936,N. da Silva,2000.0,170000.0,168000.0
15937,R. Hirosue,1000.0,230000.0,229000.0
15938,L. Croll,2000.0,140000.0,138000.0
15939,T. Baack,1000.0,250000.0,249000.0
15940,K. Bucker,1000.0,160000.0,159000.0
15941,M. Miljevic,1000.0,230000.0,229000.0
15942,M. Brink,1000.0,230000.0,229000.0
15943,A. Bakayoko,4000.0,220000.0,216000.0
15944,W. Tchuameni,2000.0,230000.0,228000.0
15945,D. İncedere,5000.0,250000.0,245000.0
15946,S. Kjellevold,1000.0,130000.0,129000.0
15947,J. Þorsteinsson,4000.0,270000.0,266000.0
15948,M. Worthington,5000.0,230000.0,225000.0
15949,J. Tratt,1000.0,150000.0,149000.0
15950,J. Kelly,1000.0,130000.0,129000.0
15951,L. Grill,1000.0,230000.0,229000.0
15952,D. Lyon,1000.0,170000.0,169000.0
15953,F. Pizzicanella,1000.0,140000.0,139000.0
15954,J. Pantemis,1000.0,160000.0,159000.0
15955,R. Wilmots,1000.0,200000.0,199000.0
15956,E. Boyle,1000.0,200000.0,199000.0
15957,M. Sprang,1000.0,120000.0,119000.0
15958,R. Acquah,1000.0,170000.0,169000.0
15959,M. Wada,1000.0,200000.0,199000.0
15960,A. Canessa,1000.0,260000.0,259000.0
15961,R. Cagnon,3000.0,200000.0,197000.0
15962,M. Roerslev,1000.0,240000.0,239000.0
15963,A. Azeez,2000.0,170000.0,168000.0
15964,M. Holzer,1000.0,210000.0,209000.0
15965,L. Travis,4000.0,280000.0,276000.0
15966,Mario Sánchez,1000.0,160000.0,159000.0
15967,Valery,2000.0,260000.0,258000.0
15968,R. Al Ghamdi,2000.0,180000.0,178000.0
15969,C. Gutiérrez,1000.0,270000.0,269000.0
15970,D. Webster,1000.0,120000.0,119000.0
15971,Kim Hyo Gi,1000.0,110000.0,109000.0
15972,J. Inamoto,1000.0,20000.0,19000.0
15973,J. McDonnell,1000.0,140000.0,139000.0
15974,W. Ali,1000.0,280000.0,279000.0
15975,A. Jakobsen,1000.0,280000.0,279000.0
15976,L. Bonilla,1000.0,190000.0,189000.0
15977,T. Duman,3000.0,230000.0,227000.0
15978,M. Woud,1000.0,230000.0,229000.0
15979,J. Löwe,1000.0,270000.0,269000.0
15980,B. Rivas,1000.0,280000.0,279000.0
15981,S. Cartwright,1000.0,170000.0,169000.0
15982,A. Ademoglu,2000.0,280000.0,278000.0
15983,Y. Oyanedel,1000.0,220000.0,219000.0
15984,Lim Eun Soo,1000.0,180000.0,179000.0
15985,R. van Doorn,1000.0,160000.0,159000.0
15986,J. Harris,2000.0,110000.0,108000.0
15987,José Uche,1000.0,180000.0,179000.0
15988,M. Arturia,2000.0,200000.0,198000.0
15989,K. Goba,1000.0,120000.0,119000.0
15990,E. Bansen,1000.0,170000.0,169000.0
15991,J. Lunney,1000.0,240000.0,239000.0
15992,M. Cooper,1000.0,210000.0,209000.0
15993,J. Orellana,1000.0,180000.0,179000.0
15994,B. Kavlak,2000.0,190000.0,188000.0
15995,G. Abregú,1000.0,180000.0,179000.0
15996,J. Doona,1000.0,230000.0,229000.0
15997,R. Blumberg,1000.0,250000.0,249000.0
15998,M. Panos,3000.0,150000.0,147000.0
15999,C. Coleman,1000.0,200000.0,199000.0
16000,M. O'Riley,3000.0,250000.0,247000.0
16001,A. Gafaiti,1000.0,160000.0,159000.0
16002,P. Edwards,2000.0,70000.0,68000.0
16003,G. Lapslie,1000.0,240000.0,239000.0
16004,M. Gonzalez,1000.0,170000.0,169000.0
16005,L. Ingolotti,1000.0,240000.0,239000.0
16006,G. Pozos,3000.0,120000.0,117000.0
16007,A. Aliev,1000.0,180000.0,179000.0
16008,M. Bauer,1000.0,240000.0,239000.0
16009,B. Sielewski,1000.0,50000.0,49000.0
16010,A. Talal,1000.0,180000.0,179000.0
16011,K. Schlotterbeck,2000.0,180000.0,178000.0
16012,G. Kilama,1000.0,210000.0,209000.0
16013,J. Debayo,1000.0,160000.0,159000.0
16014,B. Chapman,1000.0,190000.0,189000.0
16015,V. Gendrey,1000.0,180000.0,179000.0
16016,Li Shenglong,2000.0,160000.0,158000.0
16017,M. Schlegel,1000.0,210000.0,209000.0
16018,S. Quigley,2000.0,160000.0,158000.0
16019,Y. Bangsow,1000.0,170000.0,169000.0
16020,M. Leahy,1000.0,110000.0,109000.0
16021,S. Solli,1000.0,190000.0,189000.0
16022,M. Firlej,1000.0,180000.0,179000.0
16023,H. Bos,1000.0,150000.0,149000.0
16024,J. Bird,1000.0,190000.0,189000.0
16025,V. Arveladze,1000.0,180000.0,179000.0
16026,K. Kirihata,1000.0,80000.0,79000.0
16027,A. Penny,1000.0,200000.0,199000.0
16028,J. von Moos,2000.0,280000.0,278000.0
16029,G. Boylan,1000.0,160000.0,159000.0
16030,I. Chicco,1000.0,160000.0,159000.0
16031,H. Arslan,2000.0,100000.0,98000.0
16032,A. Nalic,1000.0,250000.0,249000.0
16033,D. Rodríguez,2000.0,220000.0,218000.0
16034,S. Karweina,1000.0,210000.0,209000.0
16035,Fabio,1000.0,160000.0,159000.0
16036,M. Harness,1000.0,170000.0,169000.0
16037,C. Rzonca,1000.0,180000.0,179000.0
16038,A. Manzur,1000.0,250000.0,249000.0
16039,S. Bone,1000.0,250000.0,249000.0
16040,T. Sopacua,1000.0,170000.0,169000.0
16041,H. Takimoto,1000.0,160000.0,159000.0
16042,Geng Xiaofeng,2000.0,80000.0,78000.0
16043,M. Soldo,1000.0,180000.0,179000.0
16044,K. Petratos,1000.0,210000.0,209000.0
16045,N. Giménez,2000.0,220000.0,218000.0
16046,Wang Xiaole,2000.0,200000.0,198000.0
16047,L. Schaffran,1000.0,170000.0,169000.0
16048,A. Fox,2000.0,130000.0,128000.0
16049,R. Cooney,1000.0,170000.0,169000.0
16050,N. Samayoa,1000.0,170000.0,169000.0
16051,A. Soukouna,1000.0,130000.0,129000.0
16052,I. Bolaño,2000.0,280000.0,278000.0
16053,K. Ogawa,1000.0,220000.0,219000.0
16054,K. Fegrouche,1000.0,20000.0,19000.0
16055,Lee Ho Seok,1000.0,140000.0,139000.0
16056,H. Balic,2000.0,170000.0,168000.0
16057,F. Lauenborg,1000.0,190000.0,189000.0
16058,K. Saka,1000.0,150000.0,149000.0
16059,K. Buckley,1000.0,130000.0,129000.0
16060,L. Scott,1000.0,210000.0,209000.0
16061,A. Torres,3000.0,170000.0,167000.0
16062,S. McMann,1000.0,170000.0,169000.0
16063,A. Rosteghin,1000.0,210000.0,209000.0
16064,A. Wheeler-Omiunu,1000.0,170000.0,169000.0
16065,N. Awuku,1000.0,260000.0,259000.0
16066,B. García,2000.0,190000.0,188000.0
16067,D. Riccardi,1000.0,190000.0,189000.0
16068,M. Meli,4000.0,260000.0,256000.0
16069,D. Petersson,1000.0,120000.0,119000.0
16070,E. Pauchet,1000.0,150000.0,149000.0
16071,S. Farelli,1000.0,30000.0,29000.0
16072,E. Gründemann,1000.0,230000.0,229000.0
16073,M. Ludwig,1000.0,220000.0,219000.0
16074,E. Pletinckx,1000.0,230000.0,229000.0
16075,A. Elyounoussi,1000.0,270000.0,269000.0
16076,M. Simakan,1000.0,180000.0,179000.0
16077,G. Kyrnats,1000.0,160000.0,159000.0
16078,S. Hiramatsu,1000.0,160000.0,159000.0
16079,N. Gómez,2000.0,150000.0,148000.0
16080,N. Ralph,1000.0,140000.0,139000.0
16081,J. Italiano,1000.0,280000.0,279000.0
16082,A. Ceesay,2000.0,170000.0,168000.0
16083,M. Awaji,3000.0,130000.0,127000.0
16084,N. Baeza,1000.0,150000.0,149000.0
16085,C. Ross,1000.0,150000.0,149000.0
16086,Yuan Mincheng,1000.0,160000.0,159000.0
16087,C. Baldovino,1000.0,230000.0,229000.0
16088,M. Rudakov,1000.0,180000.0,179000.0
16089,Han Rongze,2000.0,120000.0,118000.0
16090,J. Sbarra,1000.0,270000.0,269000.0
16091,F. Marín,2000.0,180000.0,178000.0
16092,J. Romero,1000.0,280000.0,279000.0
16093,R. Borkała,1000.0,270000.0,269000.0
16094,P. Magnon,1000.0,180000.0,179000.0
16095,Marcos Lavín,1000.0,170000.0,169000.0
16096,C. Quenum,1000.0,140000.0,139000.0
16097,Y. Akiyama,1000.0,150000.0,149000.0
16098,S. Parlati,1000.0,230000.0,229000.0
16099,A. Appiah,4000.0,280000.0,276000.0
16100,L. Klemenz,1000.0,170000.0,169000.0
16101,P. Tomczyk,1000.0,180000.0,179000.0
16102,A. Oteh,1000.0,280000.0,279000.0
16103,K. Hattanda,1000.0,130000.0,129000.0
16104,M. Bayo,1000.0,200000.0,199000.0
16105,H. Hyseni,2000.0,160000.0,158000.0
16106,N. D'Agostino,1000.0,210000.0,209000.0
16107,M. Jeahze,1000.0,150000.0,149000.0
16108,N. Gallardo,2000.0,220000.0,218000.0
16109,C. Trejo,2000.0,260000.0,258000.0
16110,S. High,3000.0,250000.0,247000.0
16111,L. Maniero,1000.0,270000.0,269000.0
16112,M. Obiero,3000.0,250000.0,247000.0
16113,C. Maycock,1000.0,180000.0,179000.0
16114,T. Attis,1000.0,260000.0,259000.0
16115,A. Tecpanécatl,1000.0,210000.0,209000.0
16116,M. Talbi,1000.0,250000.0,249000.0
16117,E. Herrera,1000.0,240000.0,239000.0
16118,J. Veyna,2000.0,140000.0,138000.0
16119,M. Reinthaler,1000.0,170000.0,169000.0
16120,R. Benz,1000.0,140000.0,139000.0
16121,R. Fitzsimons,2000.0,130000.0,128000.0
16122,L. Desmond,1000.0,150000.0,149000.0
16123,N. Strunck,1000.0,230000.0,229000.0
16124,H. Arellano,1000.0,200000.0,199000.0
16125,M. Sevimler,1000.0,280000.0,279000.0
16126,D. Becker,2000.0,200000.0,198000.0
16127,Kim Jung Ho,1000.0,150000.0,149000.0
16128,B. Barclay,4000.0,180000.0,176000.0
16129,H. Marcelin,1000.0,240000.0,239000.0
16130,M. Jørgensen,1000.0,250000.0,249000.0
16131,M. Beeney,1000.0,140000.0,139000.0
16132,R. Alm,1000.0,170000.0,169000.0
16133,A. Bakir,3000.0,250000.0,247000.0
16134,M. Bassouamina,1000.0,220000.0,219000.0
16135,S. Bose,0.0,0.0,0.0
16136,Maikel,1000.0,130000.0,129000.0
16137,J. Urzúa,1000.0,260000.0,259000.0
16138,B. Wiles,2000.0,240000.0,238000.0
16139,Park Ji Soo,1000.0,160000.0,159000.0
16140,D. Liszka,1000.0,190000.0,189000.0
16141,M. Kumbulla,1000.0,240000.0,239000.0
16142,Cao Ziheng,2000.0,180000.0,178000.0
16143,Zhang Huachen,2000.0,160000.0,158000.0
16144,C. Okoroji,2000.0,170000.0,168000.0
16145,S. Wamangituka,1000.0,260000.0,259000.0
16146,R. Way,1000.0,100000.0,99000.0
16147,Y. Takeoka,1000.0,70000.0,69000.0
16148,P. Marie,1000.0,140000.0,139000.0
16149,M. Trovato,1000.0,280000.0,279000.0
16150,Y. Urra,1000.0,160000.0,159000.0
16151,A. Beestin,1000.0,190000.0,189000.0
16152,S. Kowalczyk,1000.0,240000.0,239000.0
16153,Zhang Xiuwei,2000.0,150000.0,148000.0
16154,Martín,1000.0,240000.0,239000.0
16155,S. Sessegnon,3000.0,230000.0,227000.0
16156,Javi Rubio,1000.0,220000.0,219000.0
16157,K. Lebon,1000.0,190000.0,189000.0
16158,C. Pring,4000.0,220000.0,216000.0
16159,N. Ennis,4000.0,280000.0,276000.0
16160,J. Krahl,1000.0,210000.0,209000.0
16161,H. Al Qahtani,3000.0,180000.0,177000.0
16162,J. Hardy,3000.0,280000.0,277000.0
16163,S. Córdova,5000.0,200000.0,195000.0
16164,Q. Roberts,1000.0,130000.0,129000.0
16165,Zhang Chenlong,2000.0,130000.0,128000.0
16166,J. Soñora,3000.0,230000.0,227000.0
16167,A. Al Aryani,4000.0,220000.0,216000.0
16168,S. Milewski,1000.0,170000.0,169000.0
16169,A. Ba Masoud,2000.0,170000.0,168000.0
16170,B. Verbong,1000.0,160000.0,159000.0
16171,Ryang Yong Gi,1000.0,50000.0,49000.0
16172,S. Micolta,1000.0,260000.0,259000.0
16173,C. Huanca,1000.0,250000.0,249000.0
16174,D. Grootenhuis,1000.0,200000.0,199000.0
16175,T. Righetti,1000.0,190000.0,189000.0
16176,Zhang Chong,1000.0,80000.0,79000.0
16177,G. Shaw,1000.0,160000.0,159000.0
16178,P. Camará,1000.0,220000.0,219000.0
16179,Y. Maeda,1000.0,50000.0,49000.0
16180,C. Galvin,1000.0,200000.0,199000.0
16181,G. Smith,2000.0,120000.0,118000.0
16182,B. Stevenson,1000.0,170000.0,169000.0
16183,M. Yamada,1000.0,160000.0,159000.0
16184,J. Schau,1000.0,170000.0,169000.0
16185,D. Kelly,1000.0,200000.0,199000.0
16186,S. Guðjohnsen,1000.0,210000.0,209000.0
16187,W. Ebane,1000.0,120000.0,119000.0
16188,Cao Yongjing,2000.0,210000.0,208000.0
16189,L. Kouagba,1000.0,140000.0,139000.0
16190,T. Abraham,4000.0,250000.0,246000.0
16191,Pablo Cacharrón,1000.0,180000.0,179000.0
16192,J. Rodríguez,1000.0,130000.0,129000.0
16193,J. Doherty,1000.0,190000.0,189000.0
16194,T. Maya,1000.0,180000.0,179000.0
16195,Du Changjie,2000.0,180000.0,178000.0
